Vendedor	Treinamento	Data	Cliente	 Valor 	Alunos	Instrutor	Conteúdo	Período	Total	Estado 	Avaliação Instrutor
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.020,00 	10	Sérgio	Personalizado	Domingo	10.200,00	São Paulo	4
Murilo	Excel VBA avançado	08/06/2016	Pessoa Física	 1.340,00 	9	Manuel	Regular	Personalizado	12.060,00	São Paulo	2
Roberto	Access VBA	10/06/2016	Pessoa Física	 1.870,00 	12	Joaquim	Regular	Manhã	22.440,00	São Paulo	4
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	11	Paulo	Regular	Tarde	21.010,00	São Paulo	3
Katia	Outlook	10/06/2016	Pessoa Jurídica	 2.240,00 	11	Leandro	Personalizado	Noite	24.640,00	São Paulo	5
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	8	José	Regular	Integral	19.832,00	São Paulo	4
Renata	PowerPoint	12/06/2016	Pessoa Física	 3.200,00 	10	Caio 	Regular	Madrugada	32.000,00	São Paulo	3
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 3.921,00 	8	Caio 	Regular	Segunda-feira	31.368,00	São Paulo	2
Priscila	Access	12/06/2016	Pessoa Física	 780,00 	9	Fernando	Personalizado	Terça-feira	7.020,00	São Paulo	4
Mirian	Windows	12/06/2016	Pessoa Física	 980,00 	8	Fernando	Regular	Personalizado	7.840,00	São Paulo	3
Murilo	Excel Básico	14/06/2016	Pessoa Física	 1.020,00 	11	Ana	Regular	Manhã	11.220,00	São Paulo	5
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.340,00 	9	Paulo	Regular	Tarde	12.060,00	São Paulo	3
Myslaine	Excel Avançado	14/06/2016	Pessoa Jurídica	 1.870,00 	12	Sandra	Personalizado	Noite	22.440,00	São Paulo	4
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.910,00 	12	Sandra	Regular	Integral	22.920,00	São Paulo	2
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 2.240,00 	12	Humberto	Regular	Madrugada	26.880,00	São Paulo	4
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 2.479,00 	9	Henrique	Regular	Quarta-feira	22.311,00	São Paulo	5
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 3.200,00 	8	Douglas	Personalizado	Quinta-feira	25.600,00	São Paulo	4
Priscila	Word VBA	16/06/2016	Pessoa Física	 3.921,00 	12	Jane	Regular	Personalizado	47.052,00	São Paulo	3
Mirian	Outlook	18/06/2016	Pessoa Física	 780,00 	10	Caio 	Regular	Manhã	7.800,00	São Paulo	3
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 980,00 	9	Fernando	Regular	Tarde	8.820,00	São Paulo	5
Roberto	PowerPoint	18/06/2016	Pessoa Jurídica	 1.020,00 	9	Roberto	Personalizado	Noite	9.180,00	São Paulo	4
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	10	Rosana	Regular	Integral	13.400,00	São Paulo	3
Katia	Access	01/06/2016	Pessoa Física	 1.870,00 	12	Sandra	Regular	Madrugada	22.440,00	São Paulo	5
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Sérgio	Regular	Sexta-feira	22.920,00	São Paulo	2
Renata	Excel Básico	01/06/2016	Pessoa Física	 2.240,00 	8	Manuel	Personalizado	Sábado	17.920,00	São Paulo	4
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Física	 2.479,00 	11	Joaquim	Regular	Personalizado	27.269,00	São Paulo	3
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 3.200,00 	10	Paulo	Regular	Manhã	32.000,00	São Paulo	5
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 3.921,00 	9	Leandro	Regular	Tarde	35.289,00	São Paulo	4
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 780,00 	8	José	Personalizado	Noite	6.240,00	São Paulo	5
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 980,00 	11	Caio 	Regular	Integral	10.780,00	São Paulo	3
Myslaine	Access VBA	02/06/2016	Pessoa Física	 1.020,00 	8	Caio 	Regular	Madrugada	8.160,00	São Paulo	5
Katia	Word VBA	02/06/2016	Pessoa Jurídica	 1.340,00 	12	Fernando	Regular	Domingo	16.080,00	São Paulo	2
Vanessa	Outlook	04/06/2016	Pessoa Física	 1.870,00 	12	Fernando	Personalizado	Segunda-feira	22.440,00	São Paulo	3
Renata	Outlook VBA	04/06/2016	Pessoa Física	 1.910,00 	10	Ana	Regular	Personalizado	19.100,00	São Paulo	5
Rodrigo	PowerPoint	04/06/2016	Pessoa Física	 2.240,00 	12	Paulo	Regular	Manhã	26.880,00	São Paulo	4
Priscila	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 2.479,00 	10	Sandra	Regular	Tarde	24.790,00	São Paulo	3
Mirian	Access	06/06/2016	Pessoa Jurídica	 3.200,00 	10	Sandra	Personalizado	Noite	32.000,00	São Paulo	4
Murilo	Windows	06/06/2016	Pessoa Jurídica	 3.921,00 	8	Humberto	Regular	Integral	31.368,00	São Paulo	5
Roberto	Excel Básico	06/06/2016	Pessoa Física	 780,00 	9	Henrique	Regular	Madrugada	7.020,00	São Paulo	2
Myslaine	Excel Intermediário	06/06/2016	Pessoa Jurídica	 980,00 	11	Douglas	Regular	Terça-feira	10.780,00	São Paulo	3
Katia	Excel Avançado	08/06/2016	Pessoa Física	 1.020,00 	10	Jane	Personalizado	Quarta-feira	10.200,00	São Paulo	2
Vanessa	Excel Dashboards	08/06/2016	Pessoa Física	 1.340,00 	8	Caio 	Regular	Personalizado	10.720,00	São Paulo	3
Renata	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.870,00 	12	Fernando	Regular	Manhã	22.440,00	São Paulo	2
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 1.910,00 	10	Roberto	Regular	Tarde	19.100,00	São Paulo	5
Priscila	Access VBA	10/06/2016	Pessoa Jurídica	 2.240,00 	10	Rosana	Personalizado	Noite	22.400,00	São Paulo	3
Mirian	Word VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	9	Sandra	Regular	Integral	22.311,00	São Paulo	5
Murilo	Outlook	10/06/2016	Pessoa Física	 3.200,00 	10	Sérgio	Regular	Madrugada	32.000,00	São Paulo	5
Roberto	Outlook VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	10	Manuel	Regular	Quinta-feira	39.210,00	São Paulo	5
Myslaine	PowerPoint	12/06/2016	Pessoa Física	 780,00 	12	Joaquim	Personalizado	Sexta-feira	9.360,00	São Paulo	2
Katia	PowerPoint VBA	12/06/2016	Pessoa Física	 980,00 	11	Paulo	Regular	Personalizado	10.780,00	São Paulo	2
Vanessa	Access	12/06/2016	Pessoa Física	 1.020,00 	8	Leandro	Regular	Manhã	8.160,00	São Paulo	3
Renata	Windows	12/06/2016	Pessoa Jurídica	 1.340,00 	12	José	Regular	Tarde	16.080,00	São Paulo	3
Rodrigo	Excel Básico	14/06/2016	Pessoa Jurídica	 1.870,00 	11	Caio 	Personalizado	Noite	20.570,00	São Paulo	2
Priscila	Excel Intermediário	14/06/2016	Pessoa Jurídica	 1.910,00 	11	Caio 	Regular	Integral	21.010,00	São Paulo	2
Mirian	Excel Avançado	14/06/2016	Pessoa Física	 2.240,00 	8	Fernando	Regular	Madrugada	17.920,00	São Paulo	2
Murilo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 2.479,00 	10	Fernando	Regular	Sábado	24.790,00	São Paulo	5
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Física	 3.200,00 	9	Ana	Personalizado	Domingo	28.800,00	São Paulo	2
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Física	 3.921,00 	8	Paulo	Regular	Personalizado	31.368,00	São Paulo	4
Katia	Access VBA	16/06/2016	Pessoa Física	 780,00 	10	Sandra	Regular	Manhã	7.800,00	São Paulo	4
Vanessa	Word VBA	16/06/2016	Pessoa Jurídica	 980,00 	12	Sandra	Regular	Tarde	11.760,00	São Paulo	3
Renata	Outlook	18/06/2016	Pessoa Jurídica	 1.020,00 	12	Humberto	Personalizado	Noite	12.240,00	São Paulo	2
Rodrigo	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	9	Henrique	Regular	Integral	12.060,00	São Paulo	2
Priscila	PowerPoint	18/06/2016	Pessoa Física	 1.870,00 	8	Douglas	Regular	Madrugada	14.960,00	São Paulo	2
Mirian	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	10	Jane	Regular	Segunda-feira	19.100,00	São Paulo	2
Murilo	Access	01/06/2016	Pessoa Física	 2.240,00 	11	Caio 	Personalizado	Terça-feira	24.640,00	São Paulo	2
Roberto	Windows	01/06/2016	Pessoa Física	 2.479,00 	8	Fernando	Regular	Personalizado	19.832,00	São Paulo	4
Myslaine	Excel Básico	01/06/2016	Pessoa Física	 3.200,00 	10	Roberto	Regular	Manhã	32.000,00	São Paulo	2
Katia	Excel Intermediário	01/06/2016	Pessoa Jurídica	 3.921,00 	8	Rosana	Regular	Tarde	31.368,00	São Paulo	3
Vanessa	Excel Avançado	01/06/2016	Pessoa Jurídica	 780,00 	11	Sandra	Personalizado	Noite	8.580,00	São Paulo	3
Renata	Excel Dashboards	01/06/2016	Pessoa Jurídica	 980,00 	9	Sérgio	Regular	Integral	8.820,00	São Paulo	2
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.020,00 	8	Manuel	Regular	Madrugada	8.160,00	São Paulo	3
Priscila	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.340,00 	10	Joaquim	Regular	Quarta-feira	13.400,00	São Paulo	5
Mirian	Access VBA	02/06/2016	Pessoa Física	 1.870,00 	11	Paulo	Personalizado	Quinta-feira	20.570,00	São Paulo	5
Murilo	Word VBA	02/06/2016	Pessoa Física	 1.910,00 	11	Leandro	Regular	Personalizado	21.010,00	São Paulo	4
Roberto	Outlook	04/06/2016	Pessoa Física	 2.240,00 	10	José	Regular	Manhã	22.400,00	São Paulo	3
Myslaine	Outlook VBA	04/06/2016	Pessoa Jurídica	 2.479,00 	8	Caio 	Regular	Tarde	19.832,00	São Paulo	4
Katia	PowerPoint	04/06/2016	Pessoa Jurídica	 3.200,00 	9	Caio 	Personalizado	Noite	28.800,00	São Paulo	5
Vanessa	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	9	Fernando	Regular	Integral	35.289,00	São Paulo	4
Renata	Access	06/06/2016	Pessoa Física	 780,00 	10	Fernando	Regular	Madrugada	7.800,00	São Paulo	5
Rodrigo	Windows	06/06/2016	Pessoa Jurídica	 980,00 	11	Ana	Regular	Sexta-feira	10.780,00	São Paulo	2
Priscila	Excel Básico	06/06/2016	Pessoa Física	 1.020,00 	11	Paulo	Personalizado	Sábado	11.220,00	São Paulo	2
Mirian	Excel Intermediário	06/06/2016	Pessoa Física	 1.340,00 	10	Sandra	Regular	Personalizado	13.400,00	São Paulo	3
Murilo	Excel Avançado	08/06/2016	Pessoa Física	 1.870,00 	10	Sandra	Regular	Manhã	18.700,00	São Paulo	2
Roberto	Excel Dashboards	08/06/2016	Pessoa Jurídica	 1.910,00 	10	Humberto	Regular	Tarde	19.100,00	São Paulo	4
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Jurídica	 2.240,00 	10	Henrique	Personalizado	Noite	22.400,00	São Paulo	4
Katia	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 2.479,00 	11	Douglas	Regular	Integral	27.269,00	São Paulo	3
Vanessa	Access VBA	10/06/2016	Pessoa Física	 3.200,00 	9	Jane	Regular	Madrugada	28.800,00	São Paulo	3
Renata	Word VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	12	Caio 	Regular	Domingo	47.052,00	São Paulo	4
Rodrigo	Outlook	10/06/2016	Pessoa Física	 780,00 	12	Fernando	Personalizado	Segunda-feira	9.360,00	São Paulo	3
Priscila	Outlook VBA	10/06/2016	Pessoa Física	 980,00 	10	Roberto	Regular	Personalizado	9.800,00	São Paulo	5
Mirian	PowerPoint	12/06/2016	Pessoa Física	 1.020,00 	9	Rosana	Regular	Manhã	9.180,00	São Paulo	4
Murilo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.340,00 	10	Sandra	Regular	Tarde	13.400,00	São Paulo	4
Roberto	Access	12/06/2016	Pessoa Jurídica	 1.870,00 	8	Sérgio	Personalizado	Noite	14.960,00	São Paulo	2
Myslaine	Windows	12/06/2016	Pessoa Jurídica	 1.910,00 	9	Manuel	Regular	Integral	17.190,00	São Paulo	5
Katia	Excel Básico	14/06/2016	Pessoa Física	 2.240,00 	12	Joaquim	Regular	Madrugada	26.880,00	São Paulo	4
Vanessa	Excel Intermediário	14/06/2016	Pessoa Jurídica	 2.479,00 	9	Paulo	Regular	Terça-feira	22.311,00	São Paulo	5
Renata	Excel Avançado	14/06/2016	Pessoa Física	 3.200,00 	12	Leandro	Personalizado	Quarta-feira	38.400,00	São Paulo	4
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Física	 3.921,00 	8	José	Regular	Personalizado	31.368,00	São Paulo	4
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Física	 780,00 	10	Caio 	Regular	Manhã	7.800,00	São Paulo	4
Mirian	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 980,00 	10	Caio 	Regular	Tarde	9.800,00	São Paulo	3
Murilo	Access VBA	16/06/2016	Pessoa Jurídica	 1.020,00 	12	Fernando	Personalizado	Noite	12.240,00	São Paulo	3
Roberto	Word VBA	16/06/2016	Pessoa Jurídica	 1.340,00 	9	Fernando	Regular	Integral	12.060,00	São Paulo	2
Myslaine	Outlook	18/06/2016	Pessoa Física	 1.870,00 	9	Ana	Regular	Madrugada	16.830,00	São Paulo	4
Katia	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	12	Paulo	Regular	Quinta-feira	22.920,00	São Paulo	5
Vanessa	PowerPoint	18/06/2016	Pessoa Física	 2.240,00 	9	Sandra	Personalizado	Sexta-feira	20.160,00	São Paulo	4
Renata	PowerPoint VBA	18/06/2016	Pessoa Física	 2.479,00 	10	Sandra	Regular	Personalizado	24.790,00	São Paulo	5
Rodrigo	Access	01/06/2016	Pessoa Física	 3.200,00 	10	Humberto	Regular	Manhã	32.000,00	São Paulo	3
Priscila	Windows	01/06/2016	Pessoa Jurídica	 3.921,00 	10	Henrique	Regular	Tarde	39.210,00	São Paulo	3
Mirian	Excel Básico	01/06/2016	Pessoa Jurídica	 780,00 	10	Douglas	Personalizado	Noite	7.800,00	São Paulo	5
Murilo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 980,00 	11	Jane	Regular	Integral	10.780,00	São Paulo	5
Roberto	Excel Avançado	01/06/2016	Pessoa Física	 1.020,00 	11	Caio 	Regular	Madrugada	11.220,00	São Paulo	2
Myslaine	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.340,00 	12	Fernando	Regular	Sábado	16.080,00	São Paulo	2
Katia	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.870,00 	10	Roberto	Personalizado	Domingo	18.700,00	São Paulo	2
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Física	 1.910,00 	11	Rosana	Regular	Personalizado	21.010,00	São Paulo	4
Renata	Access VBA	02/06/2016	Pessoa Física	 2.240,00 	10	Sandra	Regular	Manhã	22.400,00	São Paulo	2
Rodrigo	Word VBA	02/06/2016	Pessoa Jurídica	 2.479,00 	10	Sérgio	Regular	Tarde	24.790,00	São Paulo	3
Priscila	Outlook	04/06/2016	Pessoa Jurídica	 3.200,00 	10	Manuel	Personalizado	Noite	32.000,00	São Paulo	2
Mirian	Outlook VBA	04/06/2016	Pessoa Jurídica	 3.921,00 	9	Joaquim	Regular	Integral	35.289,00	São Paulo	4
Murilo	PowerPoint	04/06/2016	Pessoa Física	 780,00 	11	Paulo	Regular	Madrugada	8.580,00	São Paulo	4
Roberto	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 980,00 	9	Leandro	Regular	Segunda-feira	8.820,00	São Paulo	2
Myslaine	Access	06/06/2016	Pessoa Física	 1.020,00 	12	José	Personalizado	Terça-feira	12.240,00	São Paulo	3
Katia	Windows	06/06/2016	Pessoa Física	 1.340,00 	9	Caio 	Regular	Personalizado	12.060,00	São Paulo	2
Vanessa	Excel Básico	06/06/2016	Pessoa Física	 1.870,00 	11	Caio 	Regular	Manhã	20.570,00	São Paulo	5
Renata	Excel Intermediário	06/06/2016	Pessoa Jurídica	 1.910,00 	12	Fernando	Regular	Tarde	22.920,00	São Paulo	2
Rodrigo	Excel Avançado	08/06/2016	Pessoa Jurídica	 2.240,00 	8	Fernando	Personalizado	Noite	17.920,00	São Paulo	4
Priscila	Excel Dashboards	08/06/2016	Pessoa Jurídica	 2.479,00 	9	Ana	Regular	Integral	22.311,00	São Paulo	2
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 3.200,00 	10	Paulo	Regular	Madrugada	32.000,00	São Paulo	5
Murilo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 3.921,00 	12	Sandra	Regular	Quarta-feira	47.052,00	São Paulo	2
Roberto	Access VBA	10/06/2016	Pessoa Física	 780,00 	9	Sandra	Personalizado	Quinta-feira	7.020,00	São Paulo	5
Myslaine	Word VBA	10/06/2016	Pessoa Física	 980,00 	9	Humberto	Regular	Personalizado	8.820,00	São Paulo	2
Katia	Outlook	10/06/2016	Pessoa Física	 1.020,00 	10	Henrique	Regular	Manhã	10.200,00	São Paulo	4
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	9	Douglas	Regular	Tarde	12.060,00	São Paulo	4
Renata	PowerPoint	12/06/2016	Pessoa Jurídica	 1.870,00 	9	Jane	Personalizado	Noite	16.830,00	São Paulo	4
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.910,00 	10	Caio 	Regular	Integral	19.100,00	São Paulo	4
Priscila	Access	12/06/2016	Pessoa Física	 2.240,00 	11	Fernando	Regular	Madrugada	24.640,00	São Paulo	4
Mirian	Windows	12/06/2016	Pessoa Jurídica	 2.479,00 	12	Roberto	Regular	Sexta-feira	29.748,00	São Paulo	4
Murilo	Excel Básico	14/06/2016	Pessoa Física	 3.200,00 	9	Rosana	Personalizado	Sábado	28.800,00	São Paulo	4
Roberto	Excel Intermediário	14/06/2016	Pessoa Física	 3.921,00 	11	Sandra	Regular	Personalizado	43.131,00	São Paulo	3
Myslaine	Excel Avançado	14/06/2016	Pessoa Física	 780,00 	8	Sérgio	Regular	Manhã	6.240,00	São Paulo	5
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 980,00 	12	Manuel	Regular	Tarde	11.760,00	São Paulo	4
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Jurídica	 1.020,00 	11	Joaquim	Personalizado	Noite	11.220,00	São Paulo	4
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.340,00 	9	Paulo	Regular	Integral	12.060,00	São Paulo	4
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 1.870,00 	10	Leandro	Regular	Madrugada	18.700,00	São Paulo	5
Priscila	Word VBA	16/06/2016	Pessoa Jurídica	 1.910,00 	8	José	Regular	Domingo	15.280,00	São Paulo	5
Mirian	Outlook	18/06/2016	Pessoa Física	 2.240,00 	9	Caio 	Personalizado	Segunda-feira	20.160,00	São Paulo	2
Murilo	Outlook VBA	18/06/2016	Pessoa Física	 2.479,00 	9	Caio 	Regular	Personalizado	22.311,00	São Paulo	3
Roberto	PowerPoint	18/06/2016	Pessoa Física	 3.200,00 	8	Fernando	Regular	Manhã	25.600,00	São Paulo	5
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	12	Fernando	Regular	Tarde	47.052,00	São Paulo	2
Katia	Access	01/06/2016	Pessoa Jurídica	 780,00 	12	Ana	Personalizado	Noite	9.360,00	São Paulo	5
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 980,00 	11	Paulo	Regular	Integral	10.780,00	São Paulo	4
Renata	Excel Básico	01/06/2016	Pessoa Física	 1.020,00 	10	Sandra	Regular	Madrugada	10.200,00	São Paulo	2
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.340,00 	12	Sandra	Regular	Terça-feira	16.080,00	São Paulo	3
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 1.870,00 	11	Humberto	Personalizado	Quarta-feira	20.570,00	São Paulo	2
Mirian	Excel Dashboards	01/06/2016	Pessoa Física	 1.910,00 	8	Henrique	Regular	Personalizado	15.280,00	São Paulo	3
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Física	 2.240,00 	12	Douglas	Regular	Manhã	26.880,00	São Paulo	3
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 2.479,00 	8	Jane	Regular	Tarde	19.832,00	São Paulo	5
Myslaine	Access VBA	02/06/2016	Pessoa Jurídica	 3.200,00 	8	Caio 	Personalizado	Noite	25.600,00	São Paulo	4
Katia	Word VBA	02/06/2016	Pessoa Jurídica	 3.921,00 	12	Fernando	Regular	Integral	47.052,00	São Paulo	2
Vanessa	Outlook	04/06/2016	Pessoa Física	 780,00 	9	Roberto	Regular	Madrugada	7.020,00	São Paulo	3
Renata	Outlook VBA	04/06/2016	Pessoa Jurídica	 980,00 	11	Rosana	Regular	Quinta-feira	10.780,00	São Paulo	5
Rodrigo	PowerPoint	04/06/2016	Pessoa Física	 1.020,00 	10	Sandra	Personalizado	Sexta-feira	10.200,00	São Paulo	3
Priscila	PowerPoint VBA	04/06/2016	Pessoa Física	 1.340,00 	12	Sérgio	Regular	Personalizado	16.080,00	São Paulo	5
Mirian	Access	06/06/2016	Pessoa Física	 1.870,00 	8	Manuel	Regular	Manhã	14.960,00	São Paulo	4
Murilo	Windows	06/06/2016	Pessoa Jurídica	 1.910,00 	11	Joaquim	Regular	Tarde	21.010,00	São Paulo	3
Roberto	Excel Básico	06/06/2016	Pessoa Jurídica	 2.240,00 	11	Paulo	Personalizado	Noite	24.640,00	São Paulo	3
Myslaine	Excel Intermediário	06/06/2016	Pessoa Jurídica	 2.479,00 	8	Leandro	Regular	Integral	19.832,00	São Paulo	2
Katia	Excel Avançado	08/06/2016	Pessoa Física	 3.200,00 	12	José	Regular	Madrugada	38.400,00	São Paulo	5
Vanessa	Excel Dashboards	08/06/2016	Pessoa Jurídica	 3.921,00 	9	Caio 	Regular	Sábado	35.289,00	São Paulo	5
Renata	Excel VBA iniciante	08/06/2016	Pessoa Física	 780,00 	9	Caio 	Personalizado	Domingo	7.020,00	São Paulo	3
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Física	 980,00 	8	Fernando	Regular	Personalizado	7.840,00	São Paulo	2
Priscila	Access VBA	10/06/2016	Pessoa Física	 1.020,00 	10	Fernando	Regular	Manhã	10.200,00	São Paulo	5
Mirian	Word VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	10	Ana	Regular	Tarde	13.400,00	São Paulo	4
Murilo	Outlook	10/06/2016	Pessoa Jurídica	 1.870,00 	8	Paulo	Personalizado	Noite	14.960,00	São Paulo	4
Roberto	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.910,00 	12	Sandra	Regular	Integral	22.920,00	São Paulo	3
Myslaine	PowerPoint	12/06/2016	Pessoa Física	 2.240,00 	12	Sandra	Regular	Madrugada	26.880,00	São Paulo	3
Katia	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 2.479,00 	8	Humberto	Regular	Segunda-feira	19.832,00	São Paulo	5
Vanessa	Access	12/06/2016	Pessoa Física	 3.200,00 	9	Henrique	Personalizado	Terça-feira	28.800,00	São Paulo	5
Renata	Windows	12/06/2016	Pessoa Física	 3.921,00 	12	Douglas	Regular	Personalizado	47.052,00	São Paulo	2
Rodrigo	Excel Básico	14/06/2016	Pessoa Física	 780,00 	8	Jane	Regular	Manhã	6.240,00	São Paulo	3
Priscila	Excel Intermediário	14/06/2016	Pessoa Jurídica	 980,00 	10	Caio 	Regular	Tarde	9.800,00	São Paulo	2
Mirian	Excel Avançado	14/06/2016	Pessoa Jurídica	 1.020,00 	10	Fernando	Personalizado	Noite	10.200,00	São Paulo	4
Murilo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.340,00 	12	Roberto	Regular	Integral	16.080,00	São Paulo	4
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Física	 1.870,00 	10	Rosana	Regular	Madrugada	18.700,00	São Paulo	4
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.910,00 	9	Sandra	Regular	Quarta-feira	17.190,00	São Paulo	4
Katia	Access VBA	16/06/2016	Pessoa Física	 2.240,00 	10	Sérgio	Personalizado	Quinta-feira	22.400,00	São Paulo	5
Vanessa	Word VBA	16/06/2016	Pessoa Física	 2.479,00 	9	Manuel	Regular	Personalizado	22.311,00	São Paulo	3
Renata	Outlook	18/06/2016	Pessoa Física	 3.200,00 	9	Joaquim	Regular	Manhã	28.800,00	São Paulo	2
Rodrigo	Outlook VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	8	Paulo	Regular	Tarde	31.368,00	São Paulo	2
Priscila	PowerPoint	18/06/2016	Pessoa Jurídica	 780,00 	9	Leandro	Personalizado	Noite	7.020,00	São Paulo	2
Mirian	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 980,00 	8	José	Regular	Integral	7.840,00	São Paulo	2
Murilo	Access	01/06/2016	Pessoa Física	 1.020,00 	11	Caio 	Regular	Madrugada	11.220,00	São Paulo	3
Roberto	Windows	01/06/2016	Pessoa Jurídica	 1.340,00 	9	Caio 	Regular	Sexta-feira	12.060,00	São Paulo	5
Myslaine	Excel Básico	01/06/2016	Pessoa Física	 1.870,00 	9	Fernando	Personalizado	Sábado	16.830,00	São Paulo	4
Katia	Excel Intermediário	01/06/2016	Pessoa Física	 1.910,00 	12	Fernando	Regular	Personalizado	22.920,00	São Paulo	5
Vanessa	Excel Avançado	01/06/2016	Pessoa Física	 2.240,00 	12	Ana	Regular	Manhã	26.880,00	São Paulo	4
Renata	Excel Dashboards	01/06/2016	Pessoa Jurídica	 2.479,00 	10	Paulo	Regular	Tarde	24.790,00	São Paulo	5
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 3.200,00 	11	Sandra	Personalizado	Noite	35.200,00	São Paulo	5
Priscila	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 3.921,00 	10	Sandra	Regular	Integral	39.210,00	São Paulo	5
Mirian	Access VBA	02/06/2016	Pessoa Física	 780,00 	10	Humberto	Regular	Madrugada	7.800,00	São Paulo	4
Murilo	Word VBA	02/06/2016	Pessoa Jurídica	 980,00 	9	Henrique	Regular	Domingo	8.820,00	São Paulo	3
Roberto	Outlook	04/06/2016	Pessoa Física	 1.020,00 	9	Douglas	Personalizado	Segunda-feira	9.180,00	São Paulo	5
Myslaine	Outlook VBA	04/06/2016	Pessoa Física	 1.340,00 	10	Jane	Regular	Personalizado	13.400,00	São Paulo	3
Katia	PowerPoint	04/06/2016	Pessoa Física	 1.870,00 	12	Caio 	Regular	Manhã	22.440,00	São Paulo	5
